0;1
0;10
0;11
0;12
0;15
0;18
0;19
0;2
0;21
0;26
0;31
0;33
0;34
0;37
0;39
0;45
0;47
0;7
0;8
0;9
10;11
10;16
10;17
10;21
10;22
10;23
10;26
10;30
10;35
10;37
10;39
10;44
10;46
10;47
11;12
11;14
11;17
11;20
11;21
11;26
11;34
11;37
11;39
11;41
11;42
11;44
11;46
11;47
12;13
12;15
12;19
12;24
12;25
12;26
12;27
12;28
12;29
12;31
12;35
12;36
12;38
12;40
12;48
13;15
13;16
13;19
13;20
13;21
13;23
13;25
13;27
13;28
13;29
13;30
13;31
13;32
13;33
13;35
13;37
13;43
13;44
13;45
13;46
13;47
14;17
14;19
14;20
14;21
14;23
14;25
14;26
14;27
14;34
14;35
14;43
14;44
14;47
14;48
15;18
15;22
15;23
15;25
15;26
15;30
15;32
15;38
15;43
15;45
15;47
15;49
16;18
16;20
16;21
16;24
16;26
16;28
16;29
16;30
16;31
16;39
16;42
16;43
16;44
16;45
16;46
16;49
17;23
17;26
17;27
17;28
17;30
17;31
17;34
18;19
18;23
18;25
18;26
18;29
18;31
18;33
18;40
18;41
18;42
18;45
18;48
18;49
19;20
19;21
19;23
19;25
19;26
19;29
19;30
19;31
19;32
19;33
19;34
19;35
19;40
19;41
19;42
19;44
19;45
1;17
1;19
1;22
1;23
1;25
1;26
1;30
1;38
1;39
1;41
1;44
1;48
1;7
1;9
20;21
20;26
20;30
20;36
20;39
20;41
20;42
20;43
20;45
20;47
21;23
21;24
21;29
21;33
21;34
21;38
21;39
21;41
21;42
21;43
21;46
21;47
21;48
21;49
22;25
22;27
22;28
22;32
22;35
22;38
22;39
22;40
22;41
22;43
22;44
22;48
23;30
23;31
23;32
23;33
23;34
23;37
23;38
23;41
23;44
23;49
24;25
24;26
24;27
24;28
24;29
24;33
24;35
24;38
24;39
24;41
24;48
25;26
25;27
25;31
25;39
25;40
25;41
25;42
25;49
26;28
26;31
26;32
26;34
26;37
26;39
26;47
27;29
27;32
27;35
27;36
27;38
27;39
27;41
27;44
27;47
28;30
28;32
28;34
28;35
28;43
28;44
29;34
29;35
29;36
29;37
29;38
29;40
29;43
29;48
2;10
2;19
2;20
2;21
2;25
2;26
2;28
2;29
2;34
2;35
2;36
2;38
2;41
2;46
2;47
2;48
2;5
2;8
30;37
30;38
30;41
30;46
30;47
30;49
31;32
31;34
31;44
31;49
32;34
32;35
32;38
32;40
32;41
32;44
32;48
33;37
33;38
33;39
33;41
33;45
33;47
34;36
34;41
34;43
34;47
34;48
35;36
35;38
35;39
35;40
35;43
35;47
35;48
36;37
36;39
36;45
36;47
36;48
37;39
37;42
37;45
37;46
37;47
37;48
38;42
38;45
38;46
38;47
38;48
38;49
39;40
39;42
39;45
39;46
39;47
39;48
39;49
3;10
3;14
3;17
3;21
3;22
3;24
3;25
3;29
3;31
3;32
3;34
3;35
3;36
3;40
3;46
3;47
3;49
40;42
40;44
40;47
40;48
40;49
41;42
41;43
41;48
42;45
42;49
43;49
44;45
46;47
46;49
47;48
47;49
48;49
4;10
4;15
4;16
4;18
4;22
4;25
4;26
4;34
4;36
4;37
4;38
4;39
4;40
4;41
4;44
4;46
4;47
4;48
4;49
4;5
4;9
5;13
5;14
5;15
5;16
5;20
5;26
5;27
5;36
5;39
5;42
5;45
5;46
5;48
5;7
5;8
6;11
6;13
6;19
6;20
6;22
6;23
6;25
6;26
6;29
6;31
6;33
6;35
6;36
6;38
6;42
6;43
6;46
6;48
6;49
6;8
7;17
7;18
7;23
7;27
7;31
7;32
7;35
7;37
7;38
7;42
7;44
7;46
7;47
7;48
8;11
8;12
8;13
8;14
8;18
8;19
8;22
8;24
8;31
8;37
8;38
8;42
8;43
8;44
8;45
8;46
8;47
8;9
9;11
9;22
9;24
9;25
9;26
9;27
9;29
9;32
9;33
9;34
9;40
9;42
9;46
9;49
