0;1
11;14
11;31
12;25
12;62
13;29
14;26
15;23
16;24
16;39
17;22
17;40
18;46
18;62
19;43
1;23
20;31
21;30
22;28
25;39
26;30
27;49
27;50
28;45
29;40
2;15
2;4
33;60
33;77
34;55
34;64
35;53
35;54
36;56
36;67
37;56
38;43
3;19
3;21
41;61
41;79
42;59
42;70
44;49
46;54
47;71
47;85
47;88
48;64
48;77
4;10
50;51
51;56
52;63
52;73
52;86
55;59
57;67
57;70
58;76
5;13
5;20
60;79
61;74
63;76
65;66
65;83
65;84
68;88
69;80
69;86
6;10
6;45
71;80
72;74
72;75
72;81
76;81
78;82
78;85
7;32
7;44
82;89
84;87
84;88
8;32
8;53
9;24
9;38
