0;7
100;117
101;110
102;120
103;118
104;122
104;134
105;120
105;146
106;122
106;146
111;150
111;183
112;118
112;134
114;145
114;183
119;128
119;145
11;22
11;47
121;125
124;125
124;131
126;141
126;173
127;140
127;150
128;132
129;133
129;186
12;25
130;151
130;156
132;148
133;143
135;154
135;186
136;147
136;165
137;160
137;169
138;149
139;153
139;166
13;28
140;154
141;187
142;151
142;159
143;163
144;165
144;166
147;173
148;149
14;29
14;42
152;153
152;163
155;175
155;194
156;162
157;158
157;176
158;164
159;174
15;17
15;44
160;171
161;190
161;208
162;171
164;170
167;205
167;222
168;177
168;200
169;187
16;27
170;178
172;178
172;179
174;176
175;184
177;196
179;193
17;34
180;206
180;222
181;197
181;203
182;188
182;190
184;200
185;188
185;193
189;207
189;213
18;31
18;47
191;194
191;195
192;210
192;214
195;201
196;208
197;215
198;216
198;224
199;205
199;207
19;24
19;59
1;10
1;21
201;223
202;215
202;221
203;216
204;213
204;221
206;233
209;223
209;224
20;30
20;45
210;211
211;225
212;237
212;243
214;228
217;240
217;254
218;242
218;243
219;220
219;247
21;23
220;233
225;247
226;235
226;249
227;237
227;245
228;245
229;234
229;255
22;32
230;235
230;246
231;252
231;253
232;248
232;252
234;292
236;238
236;241
238;246
239;260
239;262
23;26
240;257
241;242
244;249
244;268
248;261
24;40
250;260
250;284
251;259
251;306
253;263
254;261
255;257
256;271
256;282
258;273
258;298
259;262
263;268
264;272
264;281
265;266
265;267
266;293
267;283
269;271
269;283
270;272
270;317
273;276
274;321
275;289
275;306
276;307
277;287
277;311
278;305
279;299
279;311
27;55
280;329
281;294
282;294
284;292
285;327
286;291
286;301
286;302
286;320
287;291
288;300
288;327
289;298
28;32
290;297
290;300
293;307
294;303
295;309
295;313
296;310
296;328
297;319
299;317
29;54
2;10
2;6
301;319
304;316
305;314
305;327
308;321
308;324
309;329
30;56
310;323
312;314
312;324
312;326
313;322
315;321
316;318
318;323
31;35
321;329
322;328
325;328
33;49
33;59
34;39
36;58
36;62
37;61
37;64
38;41
38;50
39;49
3;16
3;35
40;62
41;43
43;51
44;54
45;64
46;70
46;78
48;52
48;58
4;25
4;55
50;61
51;70
52;56
53;115
53;72
57;69
57;85
5;13
5;6
60;68
60;75
63;68
63;77
65;76
65;91
66;74
66;81
67;113
67;116
69;76
71;75
71;78
72;88
73;84
73;89
74;115
77;85
79;108
79;92
7;9
80;86
80;88
81;82
82;113
83;131
83;138
84;116
86;91
87;117
87;99
89;90
8;12
8;42
90;98
92;123
93;107
93;108
94;102
94;110
95;100
95;101
96;109
96;123
97;103
97;121
98;107
99;109
9;26
